codigo_produto,codigo_barras,descricao,quantidade_estoque,ncm,categoria_codigo
510247,7898511031964,MOTO-V LAVA MOTOS 500ML,39,34023100,A
510263,7898511031179,REMOVEDOR CHUVA ACIDA DOS VIDROS PRIZM VONIXX 500ML,47,34023100,A
510248,7898511030578,MULTILIMPADOR SINTRA FAST 500ML,40,34023990,A
510220,7898511032596,"DESINCRUSTANTE ALUMAX VONIXX 1,5L",39,34029090,A
510232,7898511032602,"LAVA AUTOS VONIXX 1,5L",28,34029090,A
510268,7898511028087,REVITALIZADOR DE PLASTICOS PRETO REJUVEX BLACK 400G,44,34029090,A
510245,7898511032909,MAKKER 500ML VONIXX,66,34053000,A
510266,7898511020265,RESTAURADOR DE PLASTICOS VONIXX RESTAURAX 500ML,82,34059000,A
137040,7909236018465,ADESIVO MILLE FIRE FIAT RESINADO,15,39199090,A
133196,7899795019310,EMBLEMA FIAT AZUL RESINADO,16,39199090,A
230396,7909236011114,KIT TAMPA FURO MACANETA UNIVERSAL - PRETA,4,39269090,A
467089,7898559043561,RET. AUX OLHO DE BOI PEQ C/MOV LD/LE,26,70091000,A
467088,7898559043554,RET. AUX OLHO DE BOI PEQ FIXO LD/LE,21,70091000,A
461801,7899712160439,RET. EXT. ESCORT 87/92 HOBBY/VERONA 89/93 C/CONTR. LE,87,70091000,A
462090,7899712161245,RET. EXT. KADETT  E IPANEMA  C/CONT. LD (TODOS),96,70091000,A
462085,7899712161191,RET. EXT. KADETT E IPANEMA C/CONT. LE (TODOS),96,70091000,A
461058,7898559040065,RET. EXT. PE FERRO KOMBI CLIPPER 76/96 LD/LE (BRACO ZAMAK),48,70091000,A
461716,7899712160149,RET. EXT. UNO EP/MILLE/BRIO/ELX/SMART/SX/YOUNG C/CONTR. LD,88,70091000,A
461717,7899712160156,RET. EXT. UNO EP/MILLE/BRIO/ELX/SMART/SX/YOUNG C/CONTR. LE,88,70091000,A
469904,7908185209832,RET. INT. ESCORT/TODOS FORD - VIDRO PLANO (COLANTE),53,70091000,A
467054,7898559040430,RET. PASS 83/89 S/CONTR LD,56,70091000,A
467055,7898559040447,RET. PASS 83/89 S/CONTR LE,56,70091000,A
303321,7908646609942,PORCA CROM ONIX/SPIN/COBALT/SONIC/NEW PRISMA CH19 (16 PCS),144,73181600,A
611274,7909236299109,FILTRO DE AR ESPORT. CROM. P/ CARBURADOR VW MOTOR,239,84213100,A
611254,7890000101998,FILTRO DUPLO FLUXO BLACK RACE 15X15 PRETO,157,84213100,A
520064,7909236140159,CARREGADOR BATERIA (BIVOLT),40,85044010,A
446100,7909236107459,KIT C/5 PC BATERIA ALCALINA 12V  - BLISTER,20,85061032,A
600860,7898240270221,FAROL AUXILIAR GOL/PAR/SAV 87/94 LENTE VIDRO RAIADO LD,124,85122011,A
600861,7898240270214,FAROL AUXILIAR GOL/PAR/SAV 87/94 LENTE VIDRO RAIADO LE,124,85122011,A
600854,7898240264039,FAROL AUXILIAR GOL/PAR/SAV. G2 BOLA 96/99  LENTE VIDRO LD,127,85122011,A
600855,7898240264022,FAROL AUXILIAR GOL/PAR/SAV. G2 BOLA 96/99  LENTE VIDRO LE,127,85122011,A
FW41LE,7897652202851,FAROL ESCORT 87/94 APOLO VERONA 87/92 LENTE DE VIDRO LE,221,85122011,A
600710,7898240260765,FAROL FUSCA 74/12 KOMBI 76/12 CARCACA FERRO LENTE VIDRO,132,85122011,A
600638,7899712184367,FAROL PALIO SIENA STRADA 96/00 SIMPLES LENTE VIDRO LD,162,85122011,A
609020,7909236263612,FAROL UNO FIORINO 91/03 LENTE DE VIDRO LD,80,85122011,A
609021,7909236263629,FAROL UNO FIORINO 91/03 LENTE DE VIDRO LE,74,85122011,A
410806,7899712145658,LENTE LANTERNA TRASEIRA FIAT 147 79/82 LUZ DA RE LD,10,85122019,A
410803,7899712145627,LENTE LANTERNA TRASEIRA FIAT 147 79/82 LUZ DA RE LE,10,85122019,A
600544,7899712183599,FAROL  PALIO SIENA STRADA 96/00 LE SIMPLES LENTE POLICARB.,152,85122021,A
550156,7898610551998,LANT. LATERAL FORD KA/FIESTA AMBAR S/SOQ,20,85122021,A
411126,7894915000513,LANTERNA TRASEIRA GOL 80/86 FRISO CROMADO TRICOLOR LD,82,85122021,A
553032,7908185210142,SOQ. LANT. LATERAL VW,39,85122021,A
411125,7894915000544,LANTERNA TRASEIRA GOL 80/86 FRISO CROMADO TRICOLOR LE,82,85122022,A
412033,7899712147836,LENTE LANTERNA TRASEIRA CHEVY 83/94 TRICOLOR LE,66,85122022,A
410111,7899712141124,LENTE PISCA BRAS/GOL/PASSAT 77/80 AMBAR KIT C/2 PC,7,85122022,A
415527,7898415281427,PISCA DEL REY/CORCEL/BELINA 85/91 MOD ARTEB CRISTAL LD,28,85122022,A
4192110,7898235751445,PISCA DEL REY/CORCEL/BELINA 85/91 MOD ARTEB CRISTAL LD,44,85122022,A
412936,7898415281588,PISCA DIANTEIRO ESCORT/VERONA 93/96 CRISTAL PLASTICO LD,48,85122022,A
412935,7898415281595,PISCA DIANTEIRO ESCORT/VERONA 93/96 CRISTAL PLASTICO LE,48,85122022,A
410278,7899712142329,PISCA ESCORT 84/86 CRISTAL PLASTICO LD,31,85122022,A
410277,7899712142312,PISCA ESCORT 84/86 CRISTAL PLASTICO LE,31,85122022,A
410244,7899712142121,PISCA OPALA/CARAVAN 88/92 AMBAR PLASTICO LD,66,85122022,A
4188060,7899712188747,PISCA OPALA/CARAVANA D20 A20 C20 80/86 CRISTAL ACRILICO LD,85,85122022,A
4188059,7899712188730,PISCA OPALA/CARAVANA D20 A20 C20 80/86 CRISTAL ACRILICO LE,85,85122022,A
410238,7899712142084,PISCA OPALA/CARAVANA D20 A20 C20 80/86 CRISTAL PLASTICO LD,47,85122022,A
410237,7899712142077,PISCA OPALA/CARAVANA D20 A20 C20 80/86 CRISTAL PLASTICO LE,47,85122022,A
410404,7899712143098,PISCA SPAZIO/FIORINO/PANORAMA 83/86 AMBAR PLASTICO LD,111,85122022,A
416165,7899814900803,LANTERNA TRASEIRA GOL 87/94 FUME ACRILICO LD,90,85122023,A
416164,7899814900810,LANTERNA TRASEIRA GOL 87/94 FUME ACRILICO LE,90,85122023,A
550025,7898610550472,LANT PLACA GOL G6 - FOX 2004/2013 - SAVEIRO G5/G6/G7 C/SOQ,23,85122029,A
291421,7909236047502,BRUCUTU PALIO/WEEKEND/SIENA/STRADA - TODOS,23,85129000,A
291232,7909236034847,KIT C/5 PC BRUCUTU UNO TODOS,68,85129000,A
411022,7899712146556,LENTE LANTERNA VW FUSCA 1200/1300 66/70 FUME (PAR),21,85129000,A
415500,7899712151703,LENTE PISCA CORCEL 73/77 AMBAR LD,56,85129000,A
415499,7899712151697,LENTE PISCA CORCEL 73/77 AMBAR LE,56,85129000,A
537580,7909236173379,SOQUETE PISCA PALIO FIRE 04/...,36,85366100,A
041000,7899712104426,GRADE KOMBI 2000/...,40,87081000,A
032090,7899712102330,PONTEIRA OPALA 80/84 DD,26,87081000,A
032085,7899712102323,PONTEIRA OPALA 80/84 DE,24,87081000,A
287112,7909236071408,SUPORTE P/CHOQUE KOMBI CLIPPER LD/LE,21,87081000,A
260293,7909236388643,CALOTA CENTRO RODA FERRO CHEVETTE  PRETO FOSCO C/E GM,31,87082912,A
014070,7909236035011,ACAB. EXT. VIDRO PORTA TRAS. CORSA 94/02 4P LD,16,87082919,A
014071,7898301240446,ACAB. EXT. VIDRO PORTA TRAS. CORSA 94/02 4P LE,16,87082919,A
410017,7898653810021,ARO LANT. TRAS. FUSCAO 1500,18,87082919,A
410018,7899712140684,ARO LANT. TRAS. FUSQUINHA 1300,16,87082919,A
151010,7909236035523,CAPA DOBR. MALA BRANCA BRASILIA LD,111,87082919,A
151005,7909236035516,CAPA DOBR. MALA BRANCA BRASILIA LE,111,87082919,A
140026,7908215402349,LENTE BOTAO PISCA ALERTA MOD FORD RED. VERM. CTA,21,87082919,A
143311,7909236267221,BOTAO  PISCA ALERTA COMPLETO NOVO UNO 11/15 PRETO,32,87082999,A
483250,7899712168855,BUCHA ADAPTADORA VW COMPATIVEIS PARA OS MODELOS,39,87082999,A
261016,7909236306418,CALOTINHA CUBO DA RODA CHEVETTE 75/92,10,87082999,A
011015,7898395920033,CAPA PAINEL VW C/AR 82/94,69,87082999,A
410019,7899712140691,CAPA PISCA FUSCA CROMADA,16,87082999,A
130526A,7909236123480,EMBL. FIAT RETANG. MALA FIORINO AZUL/CROM,15,87082999,A
130781,7898472278569,EMBL. FIESTA FORD 2002 CROMADO,26,87082999,A
130783,7909236038692,EMBL. FORD OVAL MALA ECO-SPORT,34,87082999,A
130326,7909236037282,EMBL. SANTANA  /90,8,87082999,A
1306896,7909236300584,EMBL. WOLFSBURG - BRASAO LOGUS - RESINADO,13,87082999,A
1310428,7909236267832,EMBLEMA LOGO CIVIC 07- 18 P/VOLANTE MED.40 X 50 MM-CROMADO,24,87082999,A
1316019,7899622608199,EMBLEMA LOGO FORD OVAL-MALA E GRADE NEW FIESTA 10/13,47,87082999,A
049995,7898969577267,GRADINHA OVAL DA BUZINA P/ VW SEDAN - ALUMINIO,20,87082999,A
143341,7909236306555,GRAMPO P/SUPORTE DE BAGAGITO GM - CORSA 03/12 - ONIX 13/19,4,87082999,A
545600,7899712173156,GUIA VIDRO SEDAN LD/LE,12,87082999,A
232048,7899822021996,KIT C/10 BATENTE TAMPA P.MALAS/CAPO COROLLA/CAMRY,44,87082999,A
237046,7909236278777,KIT C/10 GRAMPO DESCANSO DA VARETA CIVIC- CRX -RAV4,34,87082999,A
236970,7909236278166,KIT C/10 GRAMPO VARETA CAPO GM TODOS ... A 2017,18,87082999,A
232130,7899822024782,KIT C/10 PC BOTAO TRAVA BANCO CELTA CINZA,23,87082999,A
236636,7909236193872,KIT C/10 PORCA RAPIDA M6/ FIXACAO DAS PLACAS,36,87082999,A
135092,7909236086273,KIT C/2 EMBL. OPEL GM KIT 2PC MALA E CAPO CORSA,31,87082999,A
263000,7899712130425,KIT C/4 PC CALOTA CUBO ESCORT L PTO,7,87082999,A
155038,7909236071576,MANOPLA BCO GOLF MODERNO GRAFITE,5,87082999,A
155042,7899822025048,MANOPLA BCO NOVO PALIO PRETO C/ARO PRATA,12,87082999,A
1300818,7898472284249,TRAVA P/CINTO DE SEGURANCA - AUTO IMPACTO / ABS,28,87082999,A
260122,7899712128408,CALOTA FUSCA CROMADA BOJUDA C/LOGO VW,98,87087090,A
260145,7908646601755,CALOTA P/ RODA LIGA LEVE ASTRA ORIGINAL  - PINTADA ARO 15,24,87087090,A
264004,7898433991322,SUB-CALOTA P/CENTRO RODA VOLKS 51MM INJET.PRATA (4 UN),20,87087090,A
101020,7909236035240,PAP. RADIAD. GOL/VOY/ 87/94 GUIA AR (JG.COMP.),36,87089100,A
139746,7909236388681,EMBLEMA PARA VOLANTE FIAT ALUMINIO,13,87089481,A
139749,7909236388674,EMBLEMA PARA VOLANTE GM ALUMINIO,13,87089481,A
139745,7909236388667,EMBLEMA PARA VOLANTE VOLKSWAGEN ALUMINIO,13,87089481,A
052005,7909236011190,ARO FAROL CHEVETTE 74/77 LE,50,87089990,A
169918,7909236289476,B. DE CAMBIO SINUCA BRANCA LISA - C/BUCHA P/ADAPT - 54MM,39,87089990,A
169917,7909236289469,B. DE CAMBIO SINUCA MARROM - N7 C. BUCHA P. ADAPT - 54MM,40,87089990,A
162065,7908047202056,BOLA DE CAMBIO SINUCA PRETA N 8 C. BUCHA P.  ADAPTACAO,45,87089990,A
164105,7909236340269,BOLA DE CAMBIO VW FUSCA/KOMBI 4 MARCHAS RE P/ TRAS - BEGE,44,87089990,A
164106,7909236340276,BOLA DE CAMBIO VW FUSCA/KOMBI 4 MARCHAS RE P/ TRAS - BRANC,39,87089990,A
164107,7908047207822,BOLA DE CAMBIO VW FUSCA/KOMBI 4 MARCHAS RE P/ TRAS - MARRO,42,87089990,A
164108,7908047207846,BOLA DE CAMBIO VW FUSCA/KOMBI 4 MARCHAS RE P/ TRAS - POLID,42,87089990,A
230007,7898688370507,KIT C/10 SUP QUEBRA SOL PALIO TDS GRAFITE,40,87089990,A
141050,7899712115729,KIT C/2 PC TELA ENTRADA DE AR KOMBI .../2000,55,87089990,A
341160,7909236328885,MACANETA FECHO DO PTA.-LUVAS C/CHAVE - VW FUSCA,231,87089990,A
211005,7909236011411,PEDAL ACELERADOR VW/BRASILIA,4,87089990,A
302100,7909236068835,PORCA FIXADOR ESTEPE GOL/VOY/PRT 80/94,10,87089990,A
518747,7896498550904,CANETA RETOK AUTOMOTIVO LUXCAR - BRANCO,28,96082000,A
518748,7896498550911,CANETA RETOK AUTOMOTIVO LUXCAR - PRETO,28,96082000,A
518751,7896498550942,CANETA RETOK AUTOMOTIVO LUXCAR - VERMELHO,28,96082000,A
103454,,JOGO DE TERMINAIS DO ENGATE DAS MANGUEIRAS FLAUTA DA INJEÇÃO ELETRONICA -:,45,39173900,B
68802,,"VEDADOR DO RESERVATÓRIO AO CILINDRO MESTRE (DIAMETRO INTERNO: 7,4MM / EXTERNO: 17,0MM') -:",7,40161010,B
213365,,ANEL DE VEDAÇÃO DA BOBINA AO CABEÇOTE -:,4,40169300,B
300400,,ANEL DE VEDAÇÃO DA LUVA DO MANCAL DO DIFERENCIAL -:,4,40169300,B
408166,,ANEL DE VEDAÇÃO DO DISTRIBUIDOR -:,4,40169300,B
600213,,JUNTA DA VALVULA TERMOSTATICA,36,40169300,B
400823,,TAMPA DA CARCAÇA DA TRAMBULAÇÃO DA CAIXA DE CÂMBIO -:,28,40169300,B
209180,,VEDADOR DO TUBO DA VARETA DO OLEO AO BLOCO -:,7,40169300,B
209198,,VEDADOR DO TUBO DA VARETA DO OLEO AO BLOCO -:,7,40169300,B
209201,,VEDADOR DO TUBO DA VARETA DO OLEO AO BLOCO -:,7,40169300,B
300410,7898704910038,ANEIS DE VEDAÇÃO DO CÂMBIO LADO DIFERENCIAL E MANCAL -:,13,40169990,B
301191,,CALÇO ANTI RUIDO INFERIOR DA MOLA TRASEIRA -:,32,40169990,B
116024,,VEDADOR DA VALVULA DO ANTI-CHAMA DO MOTOR -:,15,40169990,B
71213,,JUNTA DO BOCAL DO ÓLEO DO MOTOR -:,2,45049000,B
71220,,JUNTA DO MEDIDOR DO NÍVEL DO COMBUSTIVEL -:,4,45049000,B
49694,,JUNTA DO MEDIDOR DO NÍVEL DO COMBUSTÍVEL -:,5,45049000,B
2335,,ESPAÇADOR INTERNO RODA DIANTEIRA (SOB MEDIDA) -:,31,73069010,B
64394,,"BUJÃO COM IMÃ DE DRENAGEM DA CAIXA DE CAMBIO - (17,0 X 1,5 X 24,0MM / CH 17MM) -:",12,73181500,B
66444,,PARAFUSO FIXAÇÃO DO COXIM DO MOTOR,20,73181500,B
76759,,PARAFUSO OCO DE FIXAÇÃO DO TUBO DE ABASTECIMENTO DO ÓLEO -:,42,73181500,B
4645,,PORCA DA PONTA DE EIXO TRASEIRA,4,73181600,B
995371,,ABRAÇADEIRA ROSCA SEM FIM ( FITA 14 MM ) - 108 X 127 -:,16,73269090,B
100802,,ABRAÇADEIRA TIPO PARAFUSO COM PORCA - 13X11 MM -:,4,73269090,B
209708,,CONECTOR DA MANGUEIRA DA PARTIDA A FRIO AO CARBURADOR -:,21,74122000,B
78972,,CONEXÃO ( T ) EM BRONZE PARA MANGUEIRA DE 5MM -:,55,74122000,B
77674,,"CONEXÃO 3 VIAS DE DISTR. DOS TUBOS DE FREIO - M10X1,0 -:",56,74122000,B
106674,,CONEXÃO EM BRONZE PARA ALTA PRESSÃO DA INJEÇÃO ELETRONICA - 8 MM -:,23,74122000,B
94775,,BAQUELITE DO CARBURADOR WEBER DUPLO 460,13,84099190,B
114103,,CONECTOR DA MANGUEIRA DA PARTIDA A FRIO AO CARBURADOR -:,26,84099190,B
200175,,FLAUTA DE DISTRIBUIÇÃO DE COMBUSTÍVEL DA INJEÇÃO ELETRÔNICA -:,165,84099190,B
33197,,REGISTRO DE ESGOTAMENTO DA AGUA DO RADIADOR -:,8,84099190,B
405380,,TAMPA DA VÁLVULA TERMOSTÁTICA -:,34,84099190,B
214698,,TAMPA DIANTEIRA DO BLOCO DO EIXO AUXILIAR DA BOMBA DE OLEO -:,63,84099190,B
5252,,TAMPA DO ENCHIMENTO DO ÓLEO DO MOTOR -:,13,84099190,B
67753,7895500000246,TAMPA DA VÁLVULA TERMOSTÁTICA,32,84133090,B
102750,,REPARO INFERIOR DA COLUNA DE DIREÇÃO -:,76,84821090,B
206377,,ROLAMENTO SUPERIOR DA COLUNA DE DIREÇÃO -:,79,84828000,B
990329,,ARRUELA DE VEDAÇÃO DO CEBOLÃO,4,84842000,B
400972,,JUNTA DA BOMBA DE ÓLEO DO MOTOR,4,84842000,B
572,,JUNTA DA SAIDA DO COLETOR AO TUBO DO ESCAPAMENTO,8,84842000,B
209759,,JUNTA DO CATALIZADOR,12,84842000,B
21326,,JUNTA DO CATALIZADOR -:,7,84842000,B
94782,,BAQUELITE DO CARBURADOR SOLEX DUPLO 2 E 3,18,87082919,B
90221,,BAQUELITE DO CARBURADOR WEBER 460,23,87082919,B
200891,,ESPAÇADOR DA BOMBA DE COMBUSTÍVEL -:,44,87082919,B
214051,,ISOLADOR DA BOMBA DE COMBUSTIVEL -:,45,87082919,B
10922,,GANCHO DA CAÇAMBA -:,7,87082999,B
308641,,ALAVANCA DO REGULADOR DA SAPATA DO FREIO TRAS.- LD -:,18,87083019,B
308650,,ALAVANCA DO REGULADOR DA SAPATA DO FREIO TRASEIRO - LE,16,87083019,B
60512,,JOGO DE MOLA E PINOS DO FREIO DIANTEIRO DISCO - 1 LADO -:,29,87083019,B
64053,,JOGO DE MOLA E PINOS DO FREIO DIANTEIRO SISTEMA ATE -:,23,87083019,B
400124,,JOGO DE MOLAS DO FREIO TRASEIRO - 2 LADO -:,26,87083019,B
50393,,JOGO DE MOLAS E PINOS DO FREIO DIANTEIRO A DISCO - 2 LADOS -:,29,87083019,B
64162,,JOGOS DE MOLAS DO FREIO TRASEIRO SISTEMA BENDIX AUTOMATICO - 1 LADO -:,52,87083019,B
200170,,MOLA DA PASTILHA DO FREIO DIANTEIRO -:,13,87083019,B
215686,,PARAFUSO DE REGULAGEM TRASEIRO SISTEMA LOCKHEED - LD / LE -:,124,87083019,B
33480,,PARAFUSO REGUL.FREIO TRAS. SISTEMA BOSCH - LD,93,87083019,B
26255,,PARAFUSO REGUL.FREIO TRAS. SISTEMA BOSCH - LE -:,98,87083019,B
50717,,PARAFUSO REGULADOR DO FREIO TRASEIRO SISTEMA BENDIX - LD -:,60,87083019,B
50725,,PARAFUSO REGULADOR DO FREIO TRASEIRO SISTEMA BENDIX - LE -:,72,87083019,B
88023,,"PARAFUSO SANGRADOR DO FREIO TRASEIRO - M10X1,0X18,0 / COMPRIMENTO TOTAL: 30,0MM) -:",13,87083019,B
212547,,REGULADOR DO FREIO TRASEIRO - LD / LE -:,148,87083019,B
3859,,REPARO DO REGULADOR AUTOMATICO DO FREIO TRASEIRO SISTEMA BENDIX - LD -:,58,87083019,B
48275,,REPARO DO REGULADOR AUTOMÁTICO FREIO TRAS(SIST-BENDIX ) LD,58,87083019,B
48127,,REPARO REGULADOR AUTOMÁTICO FREIO TRAS(SIST- BENDIX) LE,58,87083019,B
115134,,TRAVA LADO INT. DA HOMOC. LD CAMBIO - 25.5X1.6MM,10,87083019,B
45632,,JOGO DE VEDAÇÃO DO CILINDRO DO FREIO DIANTEIRO A DISCO SISTEMA ATE -:,44,87083090,B
86240,,JOGO DE VEDAÇÃO DO CILINDRO DO FREIO DIANTEIRO A DISCO SISTEMA VARGA - 1 LADO -:,42,87083090,B
75159,,JOGO DE VEDAÇÃO DO CILINDRO DO FREIO DIANTEIRO A DISCO SITEMA ATE -:,20,87083090,B
400116,,MOLA ANTIRRUIDO DA PASTILHA DO FREIO DIANTEIRO -:,15,87083090,B
1791,7898704911653,"PARAFUSO PINO GUIA DA PINÇA DE FREIO DIANTEIRA SISTEMA ATE - M9X1,25",18,87083090,B
68484,,REPARO DA ALAVANCA DO FREIO DE ESTACIONAMENTO -:,47,87083090,B
107557,7898704912124,ALAVANCA DE CAMBIO,92,87084090,B
12822,,ALAVANCA DE CAMBIO MONTADA -:,157,87084090,B
200201,7898704914333,ALAVANCA INIBIDORA DA RÉ - BOCA SUPERIOR 21MM - (PRETO) -:,40,87084090,B
65122,,ANEL SINCRONIZADOR DA 1a / 2a MARCHAS -:,69,87084090,B
65135,,ANEL SINCRONIZADOR DA 3a / 4a MARCHAS,156,87084090,B
313300,7898704913107,ARTICULADOR DA TRAMBULAÇÃO E LIAME DA TAMPA,196,87084090,B
403784,7895500000376,BASE DO CARBURADOR 2E OU 3E,82,87084090,B
73326,,BASE DO CARBURADOR WEBER 450 MINI PROGRESSIVO -:,58,87084090,B
313467,7898704912155,BUCHA DA ALAVANCA DE CAMBIO -:,21,87084090,B
102741,7898704910809,BUCHA DO CABO DE SELEÇÃO DE MARCHAS -:,29,87084090,B
68101,7898704916023,"CAIXA ROTULA COMPLETA DA ALAVANCA DE CAMBIO 260,0 MM",39,87084090,B
68611,,GARFO DA RE -:,106,87084090,B
68602,,GARFO DO SINCRONIZADOR DA 1a - 2a MARCHAS -:,192,87084090,B
68591,,GARFO DO SINCRONIZADOR DA 3a - 4a MARCHAS -:,172,87084090,B
29961,,GARFO DO SINCRONIZADOR DA 3a - 4a MARCHAS ( CÂMBIO BAIXO ) -:,130,87084090,B
300300,7898704910038,JOGO DO TERMINAL DO CABO DE ENGATE OU SELEÇÃO,47,87084090,B
300066,7898704913039,PINO DO ARTICULADOR DA TRABULAÇÃO DO ENGATE DE MARCHAS,48,87084090,B
105520,7898704910663,REPARO DA ALAVANCA DE CAMBIO -:,34,87084090,B
300180,7898704912346,REPARO DO TERMINAL DO CABO DE ENGATE OU SELEÇÃO -:,45,87084090,B
200094,7898704912025,REPARO PARCIAL DA ALAVANCA DE CÂMBIO -:,55,87084090,B
211133,7898704911684,REPARO TORRE E MANCAL INFERIOR DA ALAVANCA DE CAMBIO SISTEMA A CABO,135,87084090,B
311529,7898704910090,TERMINAL REMOVIVEL DO CABO DE ENGATE A HASTE DA ALAVANCA SELETORA,26,87084090,B
210706,7898704911905,TERMINAL REMOVIVEL DO CABO DE ENGATE DE MARCHAS - PIVO 13MM -:,44,87084090,B
404071,7898704913077,CARCAÇA DA BOMBA D'ÁGUA,165,87089100,B
32565,7898704913046,CONEXÃO COM REGISTRO DA MANGUEIRA DO AR QUENTE,26,87089100,B
116386,7898704914227,CONEXÃO DO COLETOR DE ADMISSÃO A MANGUEIRA DA BOMBA D'ÁGUA -:,26,87089100,B
67895,7898704912087,TAMPA DA VÁLVULA TERMOSTÁTICA -:,20,87089100,B
206857,7898704911806,TAMPA DA VÁLVULA TERMOSTÁTICA. -:,93,87089100,B
67004,,ANEL DE VEDAÇÃO DO TUBO DO ESCAPAMENTO,15,87089200,B
59412,,ANEL DE VEDAÇÃO DO TUBO DO ESCAPAMENTO EM MALHA DE AÇO GRAFITADA -:,42,87089200,B
911,,ANEL DE VEDAÇÃO DO TUBO PRIMÁRIO AO CATALIZADOR -:,15,87089200,B
401781,,ALAVANCA DE LIGAÇÃO DO PEDAL DO ACELERADOR AO CABO,44,87089990,B
408123,,ALAVANCA DO CABO DA EMBREAGEM LADO PEDAL,26,87089990,B
115100,7898704910793,ALAVANCA PLASTICA DE ABERTURA -:,42,87089990,B
115118,,ALAVANCA PLASTICA DE ABERTURA -:,28,87089990,B
78905,,ALAVANCA SELETORA DO CAMBIO FORJADA -:,175,87089990,B
402230,,ALOJAMENTO DA VARETA DO NIVEL DO ÓLEO DO MOTOR - LARANJA -:,40,87089990,B
404861,7898704914081,ALOJAMENTO DA VARETA DO NIVEL DO ÓLEO DO MOTOR - LARANJA -:,47,87089990,B
30619,,ANEL SINCRONIZADOR DA 3a / 4a MARCHAS - ( MAIOR ) -:,58,87089990,B
62104,,BUCHA DA HASTE DO CONTROLE REMOTO DA TRAMBULAÇÃO -:,15,87089990,B
311545,,BUCHA ESFERICA E ANEL DA ALAVANCA DE MUDANCAS -:,16,87089990,B
46201,,"CALÇO DE AJUSTE DA CAMBAGEM DIANTEIRA ( 0,36 MM ) -:",4,87089990,B
46192,,"CALÇO DE AJUSTE DA CAMBAGEM DIANTEIRA ( 0,75 MM )",2,87089990,B
46181,,CALÇO DE AJUSTE DA CAMBAGEM DIANTEIRA ( 3 MM ) -:,4,87089990,B
64645,7898704912360,COROA E PINHÃO DO VELOCIMETRO,39,87089990,B
113506,,COROA E PINHÃO DO VELOCIMETRO - 13X22 DENTES -:,122,87089990,B
19976,,COXIM DIANTEIRO INFERIOR DO MOTOR,63,87089990,B
42720,,CUBO DE ENGRENAGEM DO GIRABREQUIM -:,104,87089990,B
21008,,ENGRENAGEM DA 3a MARCHA ( 47 DENTES ) -:,231,87089990,B
112070,,"FLANGE DA MANGUEIRA D'ÁGUA DO CABEÇOTE (A) M14X1,5 (B + C) M10X1,0 -:",31,87089990,B
40833,,GRAMPO DA CRUZETA DO CARDAN -:,29,87089990,B
68953,,HASTE DO PEDAL DE FREIO AO CILINDRO MESTRE -:,40,87089990,B
117331,,JOGO BUCHA E PINO GUIA DA PINÇA DE FREIO DIANTEIRA SISTEMA ATE - 1 LADO -:,82,87089990,B
4292,,JOGO COMPLETO DE BUCHA E TUCHO DA CAIXA DE DIREÇÃO -:,36,87089990,B
400410,,JOGO DE BUCHA E PINO GUIA DA PINÇA DE FREIO DIANT. SIST. BOSCH - 1 LADO,82,87089990,B
402907,,JOGO DE BUCHAS DO PEDAL DE EMBREAGEM E FREIO,36,87089990,B
402915,,JOGO DE BUCHAS DOS PEDAIS DE EMBREAGEM E FREIO,80,87089990,B
400176,,JOGO DE COIFA DA HOMOCINÉTICA LADO CÂMBIO (TRIPLOIDE) -:,29,87089990,B
216178,,JOGO DE COXIM E TRAVA DO RADIADOR,60,87089990,B
310735,7898704910397,JOGO DE FIXAÇÃO DA CAIXA DE DIREÇÃO -:,31,87089990,B
42733,,JOGO DE FIXAÇÃO DO CUBO DA RODA DIANTEIRA - 1 LADO,34,87089990,B
2761,,JOGO DE FIXAÇÃO DO CUBO DA RODA TRASEIRA - 1 LADO,21,87089990,B
9462,,JOGO DE FIXAÇÃO DO CUBO DA RODA TRASEIRA - 1 LADO -:,20,87089990,B
75590,,JOGO DE MOLAS DO FREIO DIANTEIRO ( SISTEMA ATE ) -:,45,87089990,B
400051,7898704913206,JOGO DE MOLAS E PINOS DO FREIO DIANTEIRO A DISCO - 2 LADOS -:,112,87089990,B
100498,,JOGO DE PINO GUIA DA PINÇA DE FREIO DIANTEIRA SISTEMA VARGA - 1 LADO -:,111,87089990,B
310689,7898704911851,JOGO DE PINO TRAVA E BUCHA ARTICULADORA DA HASTE DO TRAMBULADOR -:,56,87089990,B
403000,,JOGO DE REFORÇO DO BATENTE LATERAL DA ALAVANCA DE CÂMBIO -:,52,87089990,B
310107,,JOGO DE VEDAÇÃO DA CARCAÇA DA VALVULA TERMOSTÁTICA,15,87089990,B
308501,7898704910397,JOGO INFERIOR DA COLUNA DE DIREÇÃO,124,87089990,B
407496,,"JOGO PARAFUSO E VEDADOR CENTRAL DA TAMPA DE VALVULAS (TORQUE 2,0 A 2,5 KGFMM²) -:",34,87089990,B
402702,7898704915354,JOGO PARCIAL DA COLUNA DE DIREÇÃO,37,87089990,B
23272,,LUVA DO SINCRONIZADOR DA 3a - 4a MARCHAS (CÂMBIO BAIXO) -:,85,87089990,B
400026,,"PARAFUSO E PORCA DE FIXAÇÃO DO PIVÔ DA BANDEJA DIANTEIRA A MANGA DE EIXO (10X1,5X45MM) -:",10,87089990,B
