codigo_produto,codigo_barras,descricao,quantidade_estoque,ncm,categoria_codigo
G11068160,7898337170298,(DIVERSOS) GICLEUR PRINCIPAL GASOLINA,10,84099190,F
G11068165,7898337170311,(DIVERSOS) GICLEUR PRINCIPAL GASOLINA,10,84099190,F
G110681675,7898337170328,(DIVERSOS) GICLEUR PRINCIPAL GASOLINA,10,84099190,F
G11068190,7898337170052,(DIVERSOS) GICLEUR PRINCIPAL GASOLINA,10,84099190,F
G315210100,7898337177648,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210107,7898337177679,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210110,7898337177686,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210115,7898337177709,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210120,7898337177723,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210125,7898337177747,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210130,7898337177761,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210132,7898337177778,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210140,7898337177808,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210145,7898337177822,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210155,7898337177860,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210160,7898337177884,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G315210200,7898337178041,(DIVERSOS) GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,10,84099190,F
G160072160,7898337173374,(DIVERSOS) GICLEUR PRINCIPAL MONZA SIMPLES,10,84099190,F
G1600721725,7898337173404,(DIVERSOS) GICLEUR PRINCIPAL MONZA SIMPLES,10,84099190,F
G201669,7898337176894,(DIVERSOS) PORTA GICLEUR,13,84099190,F
G2814,7898337176887,(DIVERSOS) PORTA GICLEUR,13,84099190,F
G314911140,7898337176559,(DIVERSOS) RESPIRO PRINCIPAL DO MINI PROGRESSIVO (E,10,84099190,F
G314911185,7898337176641,(DIVERSOS) RESPIRO PRINCIPAL DO MINI PROGRESSIVO (E,10,84099190,F
G314911200,7898337176672,(DIVERSOS) RESPIRO PRINCIPAL DO MINI PROGRESSIVO (E,10,84099190,F
G3238,7898337177044,AGULHA DA MISTURA DE AR AGULHA ROSCA BRASILIA,12,84099190,F
FIRE,7898307491873,ANTI-CHAMA DE METAL FIAT MOTOR FIRE (087161),10,84099190,F
G11065100,7898337175965,AUTO PECAS GICLEUR CORRETOR DE AR,4,84099190,F
G11065110,7898337175989,AUTO PECAS GICLEUR CORRETOR DE AR,4,84099190,F
G11065130,7898337176023,AUTO PECAS GICLEUR CORRETOR DE AR,4,84099190,F
G11065165,7898337176092,AUTO PECAS GICLEUR CORRETOR DE AR,4,84099190,F
G46110545,7898337174135,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO,5,84099190,F
G46110552,7898337174166,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO,5,84099190,F
G46110555,7898337174173,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO,5,84099190,F
G46110560,7898337174197,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO,5,84099190,F
G46860445,7898337173855,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO (1,5,84099190,F
G46860452,7898337173886,AUTO PECAS GICLEUR MARCHA LENTA MINI PROGRESSIVO (1,5,84099190,F
G30012028,7898337172889,AUTO PECAS GICLEUR PRINCIPAL CARB WEBER 228 DFV,4,84099190,F
G323110115,7898337172032,AUTO PECAS GICLEUR PRINCIPAL CHT,4,84099190,F
G323110120,7898337172056,AUTO PECAS GICLEUR PRINCIPAL CHT,4,84099190,F
G323110160,7898337172216,AUTO PECAS GICLEUR PRINCIPAL CHT,4,84099190,F
G11068170,7898337170335,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068175,7898337170359,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681775,7898337170366,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068180,7898337170373,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068185,7898337170380,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068200,7898337170427,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068220,7898337170465,AUTO PECAS GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G315210135,7898337177785,AUTO PECAS GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,4,84099190,F
G315210137,7898337177792,AUTO PECAS GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,4,84099190,F
G315210190,7898337178003,AUTO PECAS GICLEUR PRINCIPAL MINI PROGRESSIVO (PREC,4,84099190,F
G314911115,7898337176504,AUTO PECAS RESPIRO PRINCIPAL DO MINI PROGRESSIVO (E,5,84099190,F
G314911120,7898337176511,AUTO PECAS RESPIRO PRINCIPAL DO MINI PROGRESSIVO (E,5,84099190,F
540T,,AUTO PECAS TUBO PARTIDA FRIO FIAT/VW 190,5,84099190,F
BQ605,,BAQUELITES DO PE DO CARBURDADOR 190 FIAT,5,84099190,F
10855,7898331570742,BICO INJETOR (CARBURADOR) BICO INJETOR 2E MONZA KADETT,23,84099190,F
154G42,7898508732966,BICO INJETOR (CARBURADOR) BICO INJETOR TLDZ,24,84099190,F
10160,7898508733109,BICO INJETOR (CARBURADOR) BICO INJETOR VW SIMPLES,7,84099190,F
10260,7898508733161,BICO INJETOR (CARBURADOR) BRASILIA/ GOL 1300,7,84099190,F
151607,7898508732850,BICO INJETOR (CARBURADOR) CHEVETTE 16-S,23,84099190,F
155G50,7898508733048,BICO INJETOR (CARBURADOR) CORCEL II/ BELINA II/ DEL REY/PASSAT/VOY,26,84099190,F
151407,7898508732829,BICO INJETOR (CARBURADOR) CORCEL II/ BELINAII/ ESCORT 13/ PAMPA 1,23,84099190,F
151507,7898508732836,BICO INJETOR (CARBURADOR) CORCELII/ BELINAII/ DEL REY/ ESCORT/ PAM,20,84099190,F
154A55,7898508732928,BICO INJETOR (CARBURADOR) DEL REY/ ESCORT 18,24,84099190,F
154G40,7898508732959,BICO INJETOR (CARBURADOR) DEL REY/ ESCORT 18,24,84099190,F
15345,7898508732904,BICO INJETOR (CARBURADOR) ELBA/ UNO/ PREMIO 16,24,84099190,F
154G35,7898508732942,BICO INJETOR (CARBURADOR) ESCORT 18,24,84099190,F
154G50,7898508732980,BICO INJETOR (CARBURADOR) ESCORT 18,24,84099190,F
10860,7898331570766,BICO INJETOR (CARBURADOR) ESCORT/ VERONA/ PAMPA 18/ SANTANA,23,84099190,F
151402,7898508732812,BICO INJETOR (CARBURADOR) FIAT 13/ FIORINO/ PANORAMA/PICK-UP/UNO/,23,84099190,F
150452,7898508732782,BICO INJETOR (CARBURADOR) FIAT 147/ FIORINO/ SPAZIO 1050,23,84099190,F
150457,7898508732799,BICO INJETOR (CARBURADOR) FIAT 15 UNO/ UTILITARIOS,20,84099190,F
15242,7898508732881,BICO INJETOR (CARBURADOR) FIAT 994CC/UNO MILLE C/INJ,23,84099190,F
10155,7898508733093,BICO INJETOR (CARBURADOR) FUSCA SIMPLES 1300 1500,8,84099190,F
150357,7898508732751,BICO INJETOR (CARBURADOR) GOL LINHA 1000,20,84099190,F
154A60,7898508732935,BICO INJETOR (CARBURADOR) GOL SAVEIRO PARATI VOYAGE 16,24,84099190,F
150407,7898331571367,BICO INJETOR (CARBURADOR) GOL/ PARATI/ VOYAGE/ SAVEIRO 16,23,84099190,F
10170,7898508733116,BICO INJETOR (CARBURADOR) KOMBI/ FUSCAO/ KGUIA,8,84099190,F
10270,7898508733178,BICO INJETOR (CARBURADOR) KOMBI/ SEDAN 1600,5,84099190,F
154G45,7898331571725,BICO INJETOR (CARBURADOR) LINHA FORD,28,84099190,F
151559,7898508732843,BICO INJETOR (CARBURADOR) MONZA 16,20,84099190,F
10880,7898508732492,BICO INJETOR (CARBURADOR) OPALA 6 CIL,23,84099190,F
10845,7898508732447,BICO INJETOR (CARBURADOR) PAMPA 18,23,84099190,F
10850,7898508732454,BICO INJETOR (CARBURADOR) PAMPA 18,24,84099190,F
155A70,7898508733017,BICO INJETOR (CARBURADOR) PASSAT/ VOYAGE/ PARATI 16,26,84099190,F
155A65,7898508733000,BICO INJETOR (CARBURADOR) PASSAT/ VOYAGE/ PARATI/ GOL 16,23,84099190,F
150507,7898508732805,BICO INJETOR (CARBURADOR) PREMIO/ ELBA/ UNO 15,23,84099190,F
10835,7898331570704,BICO INJETOR (CARBURADOR) SANTANA/ GOL/ PASSAT/ VOYAGE/ QUANTUM,23,84099190,F
10960,7898508732522,BICO INJETOR (CARBURADOR) SANTANA/ QUANTUM 20,23,84099190,F
10980,7898508732546,BICO INJETOR (CARBURADOR) SANTANA/ QUANTUM/ PASSAT/ GOL/ VOYAGE/ P,23,84099190,F
10870,7898331570780,BICO INJETOR (CARBURADOR) SANTANA/GOL GT/PASSAT/ VOYAGE 18/QUANTU,24,84099190,F
10150,7898331570063,BICO INJETOR (CARBURADOR) SEDAN 1300 1500 1600,7,84099190,F
151707,7898508732867,BICO INJETOR (CARBURADOR) UNO SX 1300,21,84099190,F
10240,7898508733123,BICO INJETOR (CARBURADOR) VARIANT/ BRASILIA/ KOMBI 1600,7,84099190,F
10145,7898508733079,BICO INJETOR CARBURADO BICO INJETOR VW SIMPLES,5,84099190,F
155G45,7898508733031,BICO INJETOR CARBURADO CHEVETTE 14 16,13,84099190,F
10580,7898508732348,BICO INJETOR CARBURADO ESCORT/ CORCEL / BELINA/PAMPA,5,84099190,F
10750,7898508732393,BICO INJETOR CARBURADO FIAT 147 TODOS 1050/ 1300,8,84099190,F
150402,7898331571343,BICO INJETOR CARBURADO FIAT 15/ FIAT 147/ FIORINO/PANORAMA 13,13,84099190,F
10550,7898508732331,BICO INJETOR CARBURADO GOL/ VOYAGE/ PARATI/ SAVEIRO16,5,84099190,F
11060,7898508732553,BICO INJETOR CARBURADO OPALA 25,8,84099190,F
11070,7898508732560,BICO INJETOR CARBURADO OPALA 38/ CARAVAN/ PICK-UP/ VERANEIO 2,7,84099190,F
111105,7898508732577,BICO INJETOR CARBURADO OPALA 38/ CARAVAN/ PICK-UP/ VERANEIO 2,4,84099190,F
V227,7898181980197,BOIA DE CARBURADOR 147 15 E 13,36,84099190,F
V105,7898181980029,BOIA DE CARBURADOR BOIA PARA KIT COMPLETO LINHA 190 (TODAS),31,84099190,F
V226,7898181980180,BOIA DE CARBURADOR CARB 32PDSI 114K (KOMBI 91..SEDAN 93,28,84099190,F
V217,7898181980142,BOIA DE CARBURADOR CHEVETTE HATCH MARAJO CHEVY,15,84099190,F
V207,7898181980104,BOIA DE CARBURADOR CHEVETTE MARAJO CHEVY OPALA CARAVAN,42,84099190,F
40075902,7891579101938,BOIA DE CARBURADOR COM EIXO MOLA CARB 446001/008/011/014/01,68,84099190,F
V120,7898181980050,BOIA DE CARBURADOR CORCEL BELINA CHEVETTE OPALA WILLIS DFV,32,84099190,F
V225,7898181980173,BOIA DE CARBURADOR CORCEL BELINA PAMPA DEL REY ESCORT MONZA,34,84099190,F
V210,,BOIA DE CARBURADOR FUSCA BRASILIA GOL KOMBI VARIANT DUPLO,13,84099190,F
V220,7898181980166,BOIA DE CARBURADOR FUSCA KOMBI BRASILIA,12,84099190,F
V115,7898181980043,BOIA DE CARBURADOR GOL VOYAGE DEL REY PASSAT CHEVETTE 450 M,29,84099190,F
V100,7898181980012,BOIA DE CARBURADOR GOL VOYAGE PARATI CHEVETTE ESCORT DEL RE,34,84099190,F
V200,7898181980074,BOIA DE CARBURADOR MONZA KADETT IPANEMA PASSAT GOL GTS VOYA,16,84099190,F
V216,7898181980135,BOIA DE CARBURADOR PASSAT VOYAGE 15,15,84099190,F
V110,7898181980036,BOIA DE CARBURADOR UNO PREMIO ELBA DEL REY VERONA GOL VOYAG,34,84099190,F
IE1310,7898084413105,BUCHA DO CABECOTE BUCHA FIXACAO DO BICO INJETOR AO CABECOT,23,84099190,F
402854,7898307490609,CONJUNTO DA CAPSULA CHEVETTE 16 ALCOOL DE SET/87 .,24,84099190,F
403439,7898307490630,CONJUNTO DA CAPSULA DEL REY GOL VOYAGE PARATI SAVEIRO TLD,39,84099190,F
403364,7898307490654,CONJUNTO DA CAPSULA GOL 16 CHT AE600 DE DEZ/89 EM DIANTE G,37,84099190,F
403694,7898307490708,CONJUNTO DA CAPSULA GOL PARATI VOYAGE E SAVEIRO 18 E 16,39,84099190,F
401909,7898307490555,CONJUNTO DA CAPSULA VW - PASSAT PARATI VOYAGE GOL TODOS,23,84099190,F
403901,7898307490937,CONJUNTO DO DESAFOGADOR GOL VOYAGE PARATI SAVEIRO 18 ALC/GAS S,69,84099190,F
402321,7898307490807,CONJUNTO DO DESAFOGADOR PASSAT PARATI VOYAGE GOL 16 84.. NOV,48,84099190,F
IE87084,7898307490111,EMBREAGEM DO DISTRIBUIDOR CORSA COM DISTRIBUIDOR LUCAS,12,84099190,F
527,7898508732195,FLANGE COM PRISIONEIROS CARBURADOR DMTB (CHT),152,84099190,F
519,7898210975248,FLANGE ISOLANTE FLANGE 446,16,84099190,F
520,7898210975255,FLANGE ISOLANTE FLANGE GM COM MOTOR 4 E 6 CILINDROS,13,84099190,F
517,7898508733376,FLANGE ISOLANTE FLANGE MONZA BOMBA COMBUSTIVEL,5,84099190,F
511B,7898210975163,FLANGES ISOLANTES BASE C/ CIRCULACAO DE AGUA FIAT 13/15/,10,84099190,F
511A,7898210975156,FLANGES ISOLANTES CARBURADOR 130-BLFA FORD CHTVW AE,8,84099190,F
500,7898210975002,FLANGES ISOLANTES CARBURADOR SOLEX DUPLO CORCEL/BELINA-69/,18,84099190,F
509,7898210975118,FLANGES ISOLANTES FLANGE CHEVETTE 16S 460,8,84099190,F
512,7898210975170,FLANGES ISOLANTES FLANGE FIAT TEMPRA,16,84099190,F
G1106945,7898337173435,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-45) MARCHA LENTA PRINCIPAL,8,84099190,F
G1106950,7898337173459,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-50) MARCHA LENTA PRINCIPAL,10,84099190,F
G11069525,7898331572043,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-525) MARCHA LENTA PRINCIPAL,10,84099190,F
G1106955,7898337173473,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-55) MARCHA LENTA PRINCIPAL,10,84099190,F
G1106960,7898337173497,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-60) MARCHA LENTA PRINCIPAL,10,84099190,F
G1106965,7898331572142,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-65) MARCHA LENTA PRINCIPAL,10,84099190,F
G1106970,7898331572180,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-70) MARCHA LENTA PRINCIPAL,10,84099190,F
G1106975,,GICLEUR PRINCIPAL DA MARCHA LENTA (IGUACU 201-75) MARCHA LENTA PRINCIPAL,4,84099190,F
G11068100,7898337170007,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068102,,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068105,7898337170076,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681075,7898337170083,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068110,7898337170090,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681125,7898337170106,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068115,7898337170113,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681175,7898337170120,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068120,7898337170137,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681225,7898337170144,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068125,7898337170151,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681275,7898337170168,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068130,7898337170175,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G110681325,7898337170182,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068135,7898337170199,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068140,7898337170212,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G11068145,7898337170236,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
G1106890,,GICLEUR PRINCIPAL GICLEUR PRINCIPAL GASOLINA,4,84099190,F
70,7898351760130,KIT DE CARBURADOR MOD SOLEX BROSOL 147 1050 1300 GAS,15,84099190,F
175ce1,7898351760758,KIT DE CARBURADOR MOD SOLEX BROSOL 2E FORD 18 SANTANA MONZA PASSAT VOYAGE,93,84099190,F
175c,7898351760277,KIT DE CARBURADOR MOD SOLEX BROSOL 2E SANTANA MONZA 18 KADETT GOL COMPLET,40,84099190,F
175,7898351760260,KIT DE CARBURADOR MOD SOLEX BROSOL 2E SANTANA MONZA 18 KADETT GOL SIMPLES,26,84099190,F
160,7898351760253,KIT DE CARBURADOR MOD SOLEX BROSOL 35 ALFA1 MONZA 16 UNO PREMIO GAS E ALC,24,84099190,F
176ce,7898351760765,KIT DE CARBURADOR MOD SOLEX BROSOL 3E FORD GM/VW 20 25 28 41 ALC E GAS,87,84099190,F
176,7898351760291,KIT DE CARBURADOR MOD SOLEX BROSOL 3E VW FORD GM 18 20 22 MONZA KADETT G,24,84099190,F
176c,7898351760307,KIT DE CARBURADOR MOD SOLEX BROSOL 3E VW FORD GM 18 20 22 MONZA KADETT G,50,84099190,F
130E1,7898351761670,KIT DE CARBURADOR MOD SOLEX BROSOL BLFA ESCORT MONZA BOIA 30074 VALV 130111,82,84099190,F
130e,7898351760703,KIT DE CARBURADOR MOD SOLEX BROSOL BLFA ESCORT MONZA BOIA 30074 VALV 130113,76,84099190,F
130,7898351760246,KIT DE CARBURADOR MOD SOLEX BROSOL BLFA SOLEX CHT AE CORCEL BELINA/MONZA 1,28,84099190,F
114e,7898351760673,KIT DE CARBURADOR MOD SOLEX BROSOL BRASILIA KOMBI SEDAN 1600 BOIA 3208 VAL,106,84099190,F
175ce,7898351760741,KIT DE CARBURADOR MOD SOLEX BROSOL CARBURADOR 2E BROSOL FORD 18 SANTANA M,90,84099190,F
40B,7898351760055,KIT DE CARBURADOR MOD SOLEX BROSOL CHEVETTE MARAJO CARBURADOR 35 PDSI 1982,18,84099190,F
50c,7898351760109,KIT DE CARBURADOR MOD SOLEX BROSOL CORCEL OPALA CHEVETTE 34SEIE COM VAL MAX,34,84099190,F
114c,7898351760208,KIT DE CARBURADOR MOD SOLEX BROSOL DUPLA CARB FUSCA BRASILIA KOMBI COM BICO,32,84099190,F
PK112,7898351763766,KIT DE CARBURADOR MOD SOLEX BROSOL FUSCA SIMPLES,8,84099190,F
40BBQE,7898351760642,KIT DE CARBURADOR MOD SOLEX BROSOL GM CHEVETTE / MARAJO 14 / 16 GASOLINA,55,84099190,F
PK114,7898351763780,KIT DE CARBURADOR MOD SOLEX BROSOL KIT CARB BRASILIA DUPLA,15,84099190,F
PK114E,7898351763797,KIT DE CARBURADOR MOD SOLEX BROSOL KIT CARB BRASILIA DUPLA BOIA AGULHA,96,84099190,F
50a,7898351760116,KIT DE CARBURADOR MOD SOLEX BROSOL OPALA SIMPLES 4 DIS 2500 E 3800 GAS,18,84099190,F
112e,7898351760666,KIT DE CARBURADOR MOD SOLEX BROSOL SEDAN 13 1968 ATE 1983 KOMBI 15 1973 A,52,84099190,F
114EA,7898351760680,KIT DE CARBURADOR MOD SOLEX BROSOL SEDAN 1600 GOL 1600 KOMBI 1600 BOIA 3208,106,84099190,F
40BQE,7898351760635,KIT DE CARBURADOR MOD SOLEX BROSOL VW 15 PASSAT 1974 ATE 1981 DS 40119 F 1,52,84099190,F
PK112E,7898351763773,KIT DE CARBURADOR MOD SOLEX BROSOL VW FUSCA 1300 CARBURADOR 30 PIC SIMPLES,50,84099190,F
112C,7898351760185,KIT DE CARBURADOR MOD SOLEX BROSOL VW FUSCA 1300 CARBURADOR SIMPLES 30 PIC,18,84099190,F
114eax,7898351760697,KIT DE CARBURADOR MOD SOLEX BROSOL VW FUSCA 1600 / BRASILIA 1600 - BOIA 320,106,84099190,F
190bqe1,7898351760789,KIT DE CARBURADOR MOD WEBER MAGNETI MARE 1050 1300 OGGI PREMIO ELBA MONZA 18 VA,63,84099190,F
460aee1,7898351760925,KIT DE CARBURADOR MOD WEBER MAGNETI MARE 1991 GOL 16 PARATI SAVEIRO GOL 1000 VA,90,84099190,F
489,7898351760567,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CARB 495 TLDZ GOL VOYAGE PARATI SAVEIRO,40,84099190,F
495e,7898351760604,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CARBURADOR TLDE VW GOL / VOYAGE / PARAT,40,84099190,F
495E1,7898351760963,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CARBURADOR TLDF FIAT UNO / PREMIO / ELB,93,84099190,F
228c,7898351760437,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CHEVETTE MARAJO DFV GAS,26,84099190,F
460E,7898351760871,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CHT ESCORT BELINA II DEL REY 16 VALV B,74,84099190,F
460,7898351760505,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CHT ESCORT CORCEL BELINA GOL DEL REY SC,29,84099190,F
460E1,7898351760888,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CHT ESCORT CORCEL II DEL REY BELINA II,79,84099190,F
228a,7898351760390,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CORCEL BELINA DFV ALC,23,84099190,F
228bi,7898351760420,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CORCEL BELINA DFV COM BICO INJETOR GAS,34,84099190,F
228b,7898351760413,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CORCEL BELINA DFV GAS,28,84099190,F
228be,7898351760819,KIT DE CARBURADOR MOD WEBER MAGNETI MARE CORCEL II BELINA DEL REY DFV VALV DS 4,84,84099190,F
460AE,7898351760529,KIT DE CARBURADOR MOD WEBER MAGNETI MARE GOL PARATI SAVEIRO 1000 / 16 MOTOR AE,28,84099190,F
450E,7898351760857,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MINIPROGRESSIVO PASSAT GOL VOYAGE PARAT,61,84099190,F
450E1,7898351760864,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MINIPROGRESSIVO PASSAT GOL VOYAGE PARAT,66,84099190,F
450,7898351760499,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MINIPROGRESSIVO PASSAT VOYAGE GOL PARAT,24,84099190,F
489AE,7898351760956,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MOD WEBER TLDZ GOL VOYAGE PARATI ALC,88,84099190,F
190bq,7898351760345,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MONZA 16 18 FIAT 1050 1300 COM BAQU,26,84099190,F
190,7898351760338,KIT DE CARBURADOR MOD WEBER MAGNETI MARE MONZA 16 18 FIAT 1050 1300 SIMPLES,18,84099190,F
190bqe,7898351760772,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OGGI PREMIO 1300 18 ELBA/MONZA 16 18,66,84099190,F
228i,7898351760383,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OPALA CARAVAN DFV COM BICO INJETOR GAS,37,84099190,F
228,7898351760376,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OPALA CARAVAN DFV GAS,28,84099190,F
228e,7898351760802,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OPALA CARAVAN DFV VALV BOIA DS 463020 F,63,84099190,F
446a,7898351760482,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OPALA SS CARAVAN 6CIL MOTOR 250S ALCOOL,37,84099190,F
446,7898351760475,KIT DE CARBURADOR MOD WEBER MAGNETI MARE OPALA SS CARAVAN 6CIL MOTOR 250S GASOLI,37,84099190,F
495ue,7898351760994,KIT DE CARBURADOR MOD WEBER MAGNETI MARE TLDF UNO MILLE ELETRONIC VALV BOIA DS 4,87,84099190,F
495a,7898351760598,KIT DE CARBURADOR MOD WEBER MAGNETI MARE TLDF UNO PREMIO ELBA 16 ALC,32,84099190,F
495,7898351760581,KIT DE CARBURADOR MOD WEBER MAGNETI MARE TLDF UNO PREMIO ELBA 16 GAS,32,84099190,F
489e,7898351760949,KIT DE CARBURADOR MOD WEBER MAGNETI MARE TLDZ 495 GOL VOYAGE PARATI SAVEIRO ESCO,88,84099190,F
190ubqe,7898351760796,KIT DE CARBURADOR MOD WEBER MAGNETI MARE UNO MILLE 1990 ATE 1992 VALV BOIA DS 48,68,84099190,F
460f,7898351760536,KIT DE CARBURADOR MOD WEBER MAGNETI MARE UNO MILLE BRIO ELBA UNO 16R,28,84099190,F
190u,7898351760352,KIT DE CARBURADOR MOD WEBER MAGNETI MARE UNO MILLE ELETRONIC SIMPLES,20,84099190,F
190ubq,7898351760369,KIT DE CARBURADOR MOD WEBER MAGNETI MARE UNO MILLE ELETRONIC SIMPLES COM BAQUELI,24,84099190,F
460a,7898351760512,KIT DE CARBURADOR MOD WEBER MAGNETI MARE UNO SX ELBA PREMIO 1300 1500,29,84099190,F
460aee,7898351760918,KIT DE CARBURADOR MOD WEBER MAGNETI MARE VW GOL 1000 1991 - AGULHA 48832002 - FU,82,84099190,F
ie98,7898351762141,KIT DE INJECAO ELETRONICA IMPORTADOS KIA - MULTIPONTO SPORTAGE 96. AUT GRAN,66,84099190,F
IE200,7898508732256,KIT DE INJECAO ELETRONICA NACIONAL ANEIS PARA BICO INJETOR DELPHI - GM 10,15,84099190,F
IE103,7898508732249,KIT DE INJECAO ELETRONICA NACIONAL BICO INJETOR (ANEIS DE VITON) LINHA GM C,13,84099190,F
ie28,7898351761311,KIT DE INJECAO ELETRONICA NACIONAL FIAT - MULTIPONTO FIORINO MPI LAW G7 PAL,44,84099190,F
ie02,7898351761052,KIT DE INJECAO ELETRONICA NACIONAL FIAT MONOPONTO MILLE PREMIO ELBA UNO 1,32,84099190,F
ie38,7898351761410,KIT DE INJECAO ELETRONICA NACIONAL FIAT MONOPONTO PALIO SIENA 16,34,84099190,F
ie07,7898351761106,KIT DE INJECAO ELETRONICA NACIONAL GM MONOPONTO CORSA WIND 10 GL 14 EFI,37,84099190,F
IE01,7898351761021,KIT DE INJECAO ELETRONICA NACIONAL GM MONZA/KADETT/IPANEMA 18 /20 ALC E G,64,84099190,F
ie69,7898351761779,KIT DE INJECAO ELETRONICA NACIONAL GM MULTIPONTO CORSA 10 MPFI 1999 EM DI,34,84099190,F
